id_user,id_novel,nama_user,tanggal_ulasan,ulasan,rating_user
U2400064,NI240001,Bunga Mawar,10 Januari 2009,"Malangnya nasibmu, Inlander. Dipecah-belah lalu dikuasai Belanda yang rakus. Bebal. Biadab.

Malangnya nasibmu, Sanikem. Diambil madu dan kemanisanmu, diperas otak dan jiwamu, dihinakan status nyai-mu, tak bisa menyelamatkan darah dagingmu sendiri.

Malangnya nasibmu Annelies. Muda, cantik, berbudi halus. Dibuat lemah oleh kuatnya pribadi mamamu, kesempitan duniamu, dan butanya cintamu.

Malangnya nasibmu Minke. Ganteng, cerdas, berani. Punya nama lahir kok tidak dipakai. Apa kurang bagus pemberian orangtuamu, ha?

Malangnya nasibmu Vera. Baca buku keren, diniatkan dibaca sehari semalam, eh... baru sadar belakangan halaman 312-344 ternyata bukan bagian dari buku ini, tapi buku Anak Semua Bangsa. Kena spoiler deh. Mbak Endah (empunya buku) sadar nggak ya?

Benar-benar buku bagus. Buktinya saya hampir meraung saat Annelies tak bereaksi saat suaminya bercerita macam-macam. Dari Putri Genoveva sampai Baron von Munchausen. Dan buku bagus ini tak layak dapat review ngasal macam ini. Tapi kan saya baru kena spoiler.

Bunga bakung, buah kedondong.
Harap maklum, dong.",4
U2400065,NI240003,Ajeng,28 November 2020,"2 dari 4 - Tetralogi Buru.

Suka banget banget banget sama buku kedua ini. Plotnya mengalir cepat tapi tetap detail. Di buku ini karakter-karakter pendamping seperti Nyai Ontosoroh dan Jean Marais tidak banyak disorot, tapi justru bermunculan beberapa karakter baru yang menandai transisi dari periode Bumi Manusia. Paling menarik adalah ketika muncul karakter Khouw Ah Soe juga Trunodongso yang walaupun singkat, tapi kehadirannya sangat signifikan dalam menggugah dan membuat Minke berefleksi tentang apa yang selama ini telah dilakukannya untuk bangsanya. Buku Anak Semua Bangsa memang menyorot transformasi pemikiran Minke yang lambat laun makin terketuk dan terbuka, dari yang awalnya hanya menerima kini berani mempertanyakan. Sebagai bagian dari roman sejarah, Anak Semua Bangsa tidak hanya berhasil menceritakan periode berbangsa yang pelik tapi juga membuat kita mempertanyakan pada diri sendiri, sudahkah kau kenal bangsamu sendiri?

Setelah ini lanjut buku ketiga, cuuuus!",5
U2400066,NI240006,Erik Angriawan,15 Agustus 2011,"'Jejak Langkah''


* ""...dan modern adalah juga kesunyian manusia yatim-piatu dikutuk untuk membebaskan diri dari segala ikatan yang tidak diperlukan: adat, darah, bahkan juga bumi, kalau perlu juga sesamanya. (''Minke, 2)
* ""Ilmu pengetahuan, Tuan-tuan, betapa pun tingginya, dia tidak berpribadi. Sehebat-hebatnya mesin, dibikin oleh sehebat-hebat manusia dia pun tidak berpribadi. Tetapi sesederhana-sederhana cerita yang ditulis, dia mewakili pribadi individu atau malahan bisa juga bangsanya. (''Von Kollewijn, 32)
* ""Persahabatan lebih kuat dari pada panasnya permusuhan. (''Bunda/Minke, 46)
* ""Dahulu, nenek moyangmu selalu mengajarkan, tidak ada yang lebih sederhana daripada hidup: lahir, makan-minum, tumbuh, beranak-pinak dan berbuat kebajikan. (''Bunda, 65)
* ""Setiap hak yang berlebihan adalah penindasan. (''Minke, 82)
* ""Orang Belanda sering membisikkan: berbahagialah mereka yang bodoh, karena dia kurang menderita. Berbahagialah juga kanak-kanak yang belum membutuhkan pengetahuan untuk dapat mengerti. (''Minke, 113)
* ""Masa terbaik dalam hidup seseorang adalah masa ia dapat menggunakan kebebasan yang telah direbutnya sendiri. (''Minke, 113)
* ""Apa bisa diharapkan dari mereka yang hanya bercita-cita jadi pejabat negeri, sebagai apapun, yang hidupnya hanya penantian datangnya gaji? (''Minke, 163)
* ""Tak mungkin orang dapat mencintai negeri dan bangsanya, kalau orang tak mengenal kertas-kertas tentangnya. Kalau dia tak mengenal sejarahnya. Apalagi kalau tak pernah berbuat sesuatu kebajikan untuknya. (''Minke, 202)
* ""Berbahagialah dia yang tak tahu sesuatu. Pengetahuan, perbandingan, membuat orang tahu tempatnya sendiri, dan tempat orang lain, gelisah dalam alam perbandingan. (''203, Minke)
* ""Setiap permulaan memang sulit. Dengan memulai setengah pekerjaan sudah selesai, kata pepatah. (''Van Heutsz, 264)
* ""...bila akar dan batang sudah cukup kuat dan dewasa, dia akan dikuatkan oleh taufan dan badai. (''Raden Tomo, 277)
* ""Jangan Tuan terlalu percaya pada pendidikan sekolah. Seorang guru yang baik masih bisa melahirkan bandit-bandit yang sejahat-jahatnya, yang sama sekali tidak mengenal prinsip. Apalagi kalau guru itu sudah bandit pula pada dasarnya. (''Frischboten, 291)
* ""Tetapi manusia pun bisa mengusahakan lahirnya syarat-syarat baru, kenyataan baru, dan tidak hanya berenang diantara kenyataan-kenyataan yang telah tersedia. (''Minke, 339)
* ""Semua ditentukan oleh keadaan, bagaimanapun seseorang menghendaki yang lain. Yang digurun pasir takkan menggunakan bahtera, yang di samudera takkan menggunakan onta. (''Minke, 394)
* ""Tanpa wanita takkan ada bangsa manusia. Tanpa bangsa manusia takkan ada yang memuji kebesaranMu. Semua puji-pujian untukMu dimungkinkan hanya oleh titik darah, keringat dan erang kesakitan wanita yang sobek bagian badannya karena melahirkan kehidupan. (''Minke, 430)
* ""Di balik setiap kehormatan mengintip kebinasaan. Di balik hidup adalah maut. Di balik persatuan adalah perpecahan. Di balik sembah adalah umpat. Maka jalan keselamatan adalah jalan tengah. Jangan terima kehormatan atau kebinasaan sepenuhnya. Jalan tengah—jalan ke arah kelestarian. (''Minke, 442)",5
U2400067,NI240001,Evi Rezeki,3 Desember 2017,"Saya meminjam buku ini tahun 2012. Dan sepanjang antara 2012 - 2017 saya berusaha membacanya sebanyak 5 kali. Dan selalu berakhir di halaman 22.

Saya selalu percaya bahwa suatu novel atau buku apa saja akan menampakkan kecemerlangannya saat saya sudah siap membacanya. Dan itulah yang terjadi di akhir tahun 2017. Buku yang menghiasi rak saya selama 5 tahun berhasil saya tamatkan pada usaha kelima.

Membaca novel ini membuat dada bergetar. Kesedihan dan keindahan merasuk. Novel ini pantas disebut sebagai sumbangan Indonesia buat dunia. Walaupun zaman telah berganti-ganti, novel ini masih relevan sampai sekarang. Sayangnya, saya terlalu bodoh untuk tidak membacanya ketika saya masih bisa bertemu Pram. Tabik, Pram. Semoga novelmu ini memberi penerang dan menjadi sungai yang menyejukkan sampai akhir zaman.",5
U2400068,NI240003,Adis Aditia,5 Desember 2008,"Dalam Bumi Manusia, Minke seorang anak bupati, lulusan HBS -sekolah eropa, yang tidak semua pribumi bisa bersekolah disana- , begitu bangga nya dengan keeropaannya. Apalagi tulisan-tulisannya-sebagai Max Tollenaar- dalam bahasa Belanda sudah mulai dikenal banyak orang. Kini (di buku Anak Semua Bangsa) ia mulai digugat untuk mengetahui keberadaan bangsanya sendiri.Setelah Jean Marrais dan Kommer ""melukai"" hati Mingke dengan menyebutkan ia tidak kenal dengan bangsanya sendiri, Mingke mulai menemukan nasionalisme didalam hatinya yang ia sebut sebagai ""benua baru"". Didalam buku ini Mingke belajar tentang Revolusi Prancis, Jepang, China, sampai pergerakan di Filipina yang dimotori Jose Rizal. Mingke juga mulai menemui bahwa selama ini ia hanyalah menjadi budak kolonialisme dan mendapati semuanya seperti kulit apel yang mengkilat diluarnya ternyata dalamnya penuh ulat dan busuk.

Saya juga menyukai buku ini karena karakter Nyai Ontosoroh bisa juga terlihat sangat rapuh sekaligus sangat kuat, kadang sampai-sampai karakter Mingke berada pada bayang-bayang Nyai Ontosoroh. Satu hal yang saya petik dari buku ini, kebobrokan moral bangsa yang sekarang terlihat terutama korupsi dan kolusi adalah buah dari kolonialisme selama berabad-abad.",4
U2400069,NI240005,erry,23 Februari 2010,"Satu kata: “biasa saja”

Setelah membaca buku ini, saya mendapat kesan yang biasa saja tentang buku ini. Maklum, mungkin sebelum membacanya saya cukup terpengaruh dengan pendapat dan review beberapa orang. Apalagi buku ini sempat dibahas di GRI. Jadi jujur saja, setelah membacanya, saya agak sedikit kecewa karena tidak sesuai dengan ekspektasi awal.

Saya bilang biasa saja karena :
1. Ide ceritanya standar. Tentang perjuangan hidup seseorang atau beberapa orang untuk meraih mimpi. Cerita model begini mulai booming pasca lascar pelanginya andrea hirata. Jadi tidak lagi terlalu orisinil. Walaupun dengan setting yang berbeda. Kisah LP menceritakan perjuangan Ikal dari kecil hingga ia meraih mimpinya kuliah di Paris. Dan N5M, menceritakan kehidupan di balik pondok. Tetapi kalau bicara soal perjuangan seseorang meraih mimpi, di buku ini tidak terlalu dijelaskan secara detail kenapa dan bagaimana tokoh Alif dan teman-temannya bisa meraih mimpinya seperti sekarang. Seperti ada sesuatu yang terpotong dan hilang. Jadi mulai masa di ponpes, lulus lantas “meloncat” begitu saja jadi orang sukses. Atau memang karena buku ini rencananya akan dibuat tetralogi? (kabarnya sih begitu). Padahal, dari sebuah cerita tentang perjuanagn meraih mimpi yang paling penting adalah bagaimana perjuangannya. intinya, saya tdk bisa baca buku ini dgn semangat seperti saat saya baca LP.
2. Membaca tahapan-tahapan tingkat di PM dalam buku ini mengingatkan saya pada kisah Harry Potter dengan Hogwartsnya. Mulai dari masuk sekolah, ujian hingga pertandingan olahraganya. Bedanya di sini sepakbola dan di sana squiditch. Atau memang semua sekolah berasrama memiliki system seperti ini atau setidaknya mirip seperti ini? Entahlah, saya tidak tahu persis karena belum pernah tinggal di pondok ataupun sekolah berasrama. Tetapi saya merasakan cerita dalam buku ini biasa saja. Nothing new.
3. Judulnya negeri 5 menara. Maksudnya apa sih? Dari awal sampai akhir saya menebak-nebak negeri mana saja yang di maksud. Bukittinggi? USA? London? Kairo? Jakarta? Penggambaran yang kurang jelas. Lagi-lagi karena memang buku ini rencananya akan dibuat berseri? Jadi detailnya akan dimuat di buku lanjutannya?
4. Cerita terkesan terlalu panjang, hingga hampir membosankan. Banyak hal-hal yang tidak terlalu penting diceritakan panjang lebar. Tanpa tahu apa kaitan antara satu bagian cerita dengan bagian cerita yang lain. Untungnya, saya menggunakan cara speed reading saat membacanya. Jadi saya tidak sampai bosan dan tertidur mengikuti alur cerita. Tetapi sebaliknya, inti ceritanya kurang digali lebih dalam. Terlalu datar. Tidak ada konflik ataupun pasang surut. Kurang dalam. kurang bisa menarik emosi pembaca. Kalau diumpamakan dalam sebuah grafik, mungkin grafik alur cerita novel ini hanya akan berbentuk garis-garis kecil naik turun tanpa perubahan kenaikan atau drastic yang berarti. yang kalau diakumulasikan akan seperti garis datar.


Tetapi walaupun begitu, harus saya akui sebenarnya banyak nilai moral yang bisa kita ambil dari kisah ini. tentang keikhlasan, keyakinan dan perjuangan. “Man Jadda Wa jadda”.Dan kita bisa tahu lebih banyak tentang kehidupan di balik dinding-dinding pondok pesantren. Tetapi secara umum, dari sudut pandang saya pribadi, buku ini biasa saja. Nothing new. Nothing special. Sebuah cerita, walaupun idenya sederhana, kalau dikemas dengan cerdas dan apik pasti akan jadi sangat menarik. Yang sayangnya tidak terlalu muncul di buku ini.

Sekali lagi, ini hanya pandangan subyektif saya loch ^^",1
U2400070,NI240027,Euis Kurniawati,17 November 2018,Ya ampun baper maksimal baca ini..😢😢😢,4
U2400071,NI240048,Farischa Indri,28 Desember 2007,"good story.. very good, smoth and gone earth",4
U2400072,NI240004,Sri Noviana Zai,9 Januari 2022,"Dukuh Paruk ini berlatar di Banyumas. Kemelaratannya, keterbelakangannya, kebodohannya, ronggengnya, serta sumpah serapah cabulnya menjadi anak kandung pedukuhan ini.

Aku kagum sekali dengan kemampuan deskripsi penulis menjabarkan keadaan alam di Dukuh Paruk. Saat sedang hujan, kemarau, dilanda kebodohan, situasi 1965 dengan sangat detail. Seakan-akan aku sedang berdiri di atas bukit Ki Secamenggala sambil mengamati sekitar pedukuhan. Aku hanyut di suasana alami Dukuh Paruk.

Buku ini sebenarnya kumpulan trilogi buku. Buku pertama berjudul ""Catatan Buat Emak"", buku kedua berjudul ""Lintang Kemukus Dini Hari"", dan buku ketiga berjudul ""Jantera Bianglala"". Disatukan menjadi satu buku bernama Ronggeng Dukuh Paruk.

Untuk tragedi 1965 menurutku kurang dikupas di dalam buku ini. Entahlah mungkin penulis hanya memperlihatkan efeknya di kehidupan Srintil. Malah aku berpendapat buku ini lebih condong ke arah feminisme dan juga karena terlalu halus mendeskripsikan keadaan saat kasus 1965, jadi aku membacanya lebih santai. Mungkin karena sebelumnya aku sudah baca novel tema serupa yang agak terang-terangan menyiksanya dari ini kali ya. Tapi bagi mereka yang memiliki trauma soal kasus ini, menurutku pantas juga penulis menceritakannya secara halus.

Mengikuti perkembangan Srintil dari sejak bocah mulai meronggeng sampai akhirnya dia kepingin jadi ibu rumah tangga ya ampun perubahannya kuat banget. Dia hanya ingin jd selayaknya wanita😢",5
U2400073,NI240008,Fatoni M,7 Agustus 2021,"Aku penasaran, apakah para wanita yang membaca buku ini tidak capek?

Aku suka gaya bertutur Eka Kurniawan sejak membaca Lelaki Harimau. Kalimat-kalimatnya panjang, tapi enak untuk dibaca. Dia bukan tipe showing yang bisa membuaiku dengan deskripsi latar, tapi lebih banyak merangkum peristiwa (telling), dengan apa yang dia rangkum selalu peristiwa-peristiwa yang ajaib--yang kadang lucu, sekaligus gelap. Belum lagi kelihaiannya dalam menyusun alur tak lurus dan menyatukannya dengan hebat di akhir buku.

Premis buku ini agak sedikit susah dijelaskan. Aku mungkin akan menyederhanakan premis buku ini menjadi sebuah cerita epik tentang seorang pelacur bernama Dewi Ayu dan keturunan-keturunannya. Latar waktu cerita ini begitu panjang dari awal masa pendudukan Jepang, kemerdekaan, masa revolusi, masa pembantaian orang-orang komunis, sampai beberapa belas tahun setelahnya. Tokohnya pun tak kalah banyak: dari Dewi Ayu, keempat putri dan suami-suami mereka, serta anak-anak mereka. Walau begitu, tenang saja, di akhir buku, semua akan masuk akal dengan satu tema yang menjadi dasar peristiwa-peristiwa sepanjang buku ini.

Sejatinya aku suka beberapa aspek buku ini: gaya tulisan, latar sejarah, dan tokoh-tokohnya. Namun, ada satu hal yang membuatku lelah--dan hal ini justru mayoritas isi buku ini. Hampir semua tokoh di buku ini mengalami cinta yang teramat sangat, tergila-gila akan wanita, dan kemudian berhubungan badan seperti hewan. Eneg banget pokoknya--inilah kenapa aku menanyakan hal di awal review.

Buku ini tak berhasil menggeser Lelaki Harimau dan O sebagai karya favoritku dari Eka Kurniawan. Walau dia selalu menulis hal yang sama di hampir setiap karyanya (selalu ada saja yang jatuh cinta secara gila-gilaan), sepertinya aku akan tetap suka dengan narasi ajaibnya. Aku rekomendasikan ini untuk kamu yang sudah mengenal Eka Kurniawan dan jadi penggemarnya. Untuk yang awam Eka, mending baca Lelaki Harimau saja.",3
U2400074,NI240002,Femmy,6 Januari 2008,"Saya membeli buku ini karena mendengar begitu banyak komentar positif tentangnya. Mungkin karena itulah saya punya pengharapan yang tinggi. Dan mungkin karena itulah saya kecewa saat membacanya. Ternyata tidak sebagus yang saya harapkan, setidaknya, pada bagian-bagian awal. Setengah terakhir buku ini lebih bagus daripada bagian awalnya.

Buku ini berkisah tentang sebelas anak miskin dari kampung Pulau Belitong dan petualangan mereka bersama sebagai murid-murid seangkatan di sekolah Muhammadiyah yang serba terbatas, sejak kelas satu SD hingga SMP. Ceritanya dituturkan lewat sudut pandang orang pertama, si Ikal, dan ditulis berdasarkan kenangan masa kecil penulisnya.

Cerita dibuka dengan hari pertama sekolah, ketika anak-anak dan para guru dengan cemas menanti sampai jumlah anak mencapai sepuluh orang supaya sekolah bisa diadakan pada tahun ajaran itu. Saya suka detail-detail yang disajikan--tentang baju baru, sepatu butut dan pensil merah-biru ... meskipun tak ada ketegangan karena kita semua tahu bahwa kuota itu akan terpenuhi. Kalau tidak, buku ini tak akan ada.

Cerita berlanjut dengan penggambaran tokoh-tokoh cerita. Ibu Muslimah dan Pak Harfan, tokoh-tokoh mengagumkan yang benar-benar patut dijadikan teladan. Dedikasi mereka pada pendidikan luar biasa. Saat Pak Harfan berkisah tentang Nabi Nuh, perasaan saya ikut tergugah. Pelajaran moral yang terselip juga bikin geli. Lalu ada cerita tentang Pulau Belitong itu sendiri, kampungnya dan tambang timahnya. Kemudian, kesepuluh murid, dengan porsi terbesar untuk Lintang si jenius dan Mahar si seniman. Lalu, petualangan-petualangan mereka dan sedikit kisah cinta, lalu ...

Saya berhenti membaca pada halaman 214. Tak tahan lagi, setelah memaksakan diri membaca beberapa puluh halaman terakhir. Saya heran juga, kenapa ya? Tokoh-tokohnya menarik. Kisah-kisahnya kocak. Metafor-metafornya unik. Jadi, mengapa saya tak bisa menikmati buku ini?

Saya merenung... Lalu saya pun menyadari alasannya.

Tak ada plot! Tak ada konflik! Selama 200 halaman saya hanya disuguhi perkenalan tokoh dan seting, tanpa ada konflik sama sekali. Pantas saya bosan. Ceritanya jalan di tempat. Setting waktunya pun tidak jelas, kapan setiap peristiwa ini terjadi. Saya cuma tahu, terjadinya antara kelas 1 SD dan 3 SMP, tapi entah kapan tepatnya.

Itu alasan pertama. Sekarang alasan kedua. Sudut pandangnya.

Pada saat mulai membaca dan mendapati sudut pandang orang pertama, saya mengharapkan gambaran intim tentang masa kanak-kanak, dilihat dan dialami melalui mata anak-anak, seperti To Kill A Mockingbird (Harper Lee). Ternyata, saya mendapatkan kenangan yang dingin dan berjarak tentang masa kanak-kanak, dilihat dari mata penutur-dewasa. Keberjarakan penuturan seorang aku-dewasa ini yang membuat saya tidak bisa terlibat secara emosional. Padahal, orang biasanya memilih sudut pandang orang pertama, justru supaya pembaca bisa mengalami ceritanya melalui kacamata-unik si aku. Belum lagi ada beberapa kejanggalan yang terjadi akibat pemilihan sudut pandang ini.

Pertama-tama, si penutur menceritakan hal-hal yang tak mungkin diketahuinya. Misalnya, perasaan orang lain seperti ayah Flo (hal 46-47) dan pengalaman Lintang yang terjadi di rumahnya (hal 101-102). Andaipun Lintang menceritakan pengalamannya kepada Ikal sehingga Ikal bisa berkisah di buku ini, tentu ceritanya tidak seperti yang digambarkan di ceritanya, dengan kunang-kunang dan arwah-arwah para ilmuwan.

Lalu, pengamatan tentang situasi sosial di Belitong, terutama tentang Gedong. Pengamatan tentang kebiasaan orang-orang gedong itu begitu detail, mau tak mau saya bertanya-tanya, ini sebenarnya pengamatan siapa? Apakah Ikal pernah masuk ke dalam kompleks dan mengamati semua itu? Sepertinya tidak mungkin, kalau menimbang keketatan penjagaan di sana, sedangkan Ikal tak punya kepentingan masuk ke sana. Lagipula, kalau Ikal-semasih-anak-anak masuk ke sana, tentunya tidak untuk pengamatan sosial, dan tentunya ada rasa asing dan kagum melihat segala kecanggihan di sana. Selain itu, dia tak akan begitu fasih menceritakan segala Gorgonzola soup, Earl grey, snooker bar, piano Steinway and Sons, De Carlo (hal 43-46), padahal saat itu dia bahkan tak mengenal toaster (hal 358).

Jadi, apakah pengamatan setelah si penutur telah dewasa? Tapi tetap saja belum jelas, kapan si penutur pernah masuk ke Gedong. Tentunya cukup sering untuk bisa menceritakan kebiasaan sehari-hari warganya dan mengamati merk barang-barang mereka. Ketidakjelasan ini sekali lagi membuat jarak, seolah-olah si penutur bukan menceritakan pengalamannya (seperti layaknya dalam penuturan orang pertama), tetapi menceritakan pengetahuan yang entah diperoleh dari mana (seperti layaknya dalam penuturan orang ketiga serbatahu).

Lalu, percampuran antara aku-penutur (yang sudah dewasa) dan aku-dalam-cerita (yang masih anak-anak). Ini terutama saya rasakan dalam pengamatan si aku tentang Mahar. Tentunya si aku-penutur yang menyadari bahwa Mahar adalah seorang jenius, sedangkan aku-dalam-cerita masih turut bersama teman-temannya mengejek Mahar (hal. 154-155). Maka ketika Mahar sedang kebingungan, kalimat ""Kasihan sahabatku seniman yang kesepian itu, yang tak mendapatkan cukup apresiasi, yang selalu kami ejek"" (hal 224) menjadi janggal. Yang merasa kasihan tentu aku-dalam-cerita pada waktu peristiwa itu terjadi. Tapi yang berkata ""yang tak mendapatkan cukup apresiasi, yang selalu kami ejek"" tentu aku-penutur-dewasa.

Satu hal lagi yang mengganjal bagi saya adalah penggunaan nama-nama Latin dan Bahasa Inggris (!) untuk flora fauna, entah untuk alasan apa. Barangkali si penutur menyukai biologi (meskipun ini tidak disebut-sebut). Yang pasti, bagi saya, ini lagi-lagi memberi jarak. Pengamatan alam tidak mengesankan sebuah keakraban pribadi si penutur dengan alam sekitarnya, seperti misalnya deskripsi alam dalam Ronggeng Dukuh Paruk (Ahmad Tohari), tetapi berkesan observasi ilmiah dari balik buku biologi yang berjarak dari objek pengamatan.


Itulah yang membuat saya berhenti membaca.

Untungnya, saya memutuskan untuk melanjutkan. Ternyata, mulai dari halaman 191, konflik muncul dan plot mulai bergulir. Saya pun mulai semangat membaca. Ada dua plot utama di paro kedua buku ini. Pertama tentang Mahar dan proyek-proyeknya, yang kemudian melibatkan Flo. Kedua tentang kisah cinta Ikal pada A Ling. Dua plot yang dikisahkan berselang-seling dan sempat bertemu di bab 24.

Kisah cintanya cukup manis dan tidak cengeng. Selain itu, perasaan yang digambarkan dalam plot ini jelas adalah perasaan si penutur-ketika-masih-kecil yang dirasakannya saat itu, jadi si penutur-dewasa sudah jarang mengganggu lagi, tidak lagi memberikan pengamatan-pengamatan dewasanya. Sekarang saya bisa ikut merasakan pahit-manisnya cinta pertama si aku.

Petualangan Mahar dan Flo cukup seru dan kocak, dengan sedikit nuansa mistis dan pesan di akhir kisah yang bikin ketawa.

Kisah ditutup dengan cerita anggota-anggota Laskar Pelangi 12 tahun kemudian.

Secara keseluruhan, buku ini ... ya, lumayanlah. Kelancaran bercerita, kelincahan berbahasa, dan tema yang diangkat sedikit mengimbangi ketersendatan plot dan kejanggalan pilihan sudut pandang. Lumayan.",3
U2400075,NI240031,Fitriani Meizvira,11 Desember 2021,"Another proof of ""kecepatan membaca buku fiksi gw 10x lebih cepat daripada kecepatan membaca buku nonfiksi""

Secara pribadi, ini favorit saya dari seri Rapijali. Konfliknya lebih kerasa, lebih ngena, sejak bagian awal buku ceritanya sudah bikin jedam jedum. Di buku ini, saya jauh lebih bisa simpati dengan semua tokohnya - and the closure they have is heartwarming.",5
U2400076,NI240027,Fluer Da'Bloom,18 Februari 2022,"Awal mula, tidak pernah tahu siapa Mira W., bagaimana karya-karyanya. Baca buku ini di tahun 2015. Penasaran banget karena liat nyokap baca trus nangis, haha. Akhirnya dengan rasa keingintahuan, memutuskan untuk meminjam bukunya nyokap. Kisah dari buku ini bikin jatuh cinta. Sering dibaca berulang. Tidak pernah bosan, selalu menangis pastinya, haha. Perfect!!😍😍",5
U2400077,NI240008,fragaria,27 Februari 2019,"Akhirnya saya membaca novel karangan Eka Kurniawan, setelah sedekade silam terpukau oleh pertunjukan teater yang diangkat dari salah satu cerpen karyanya. Dari semua judul bukunya, Cantik itu Luka yang terasa paling unik. Jadi begitu buku ini akhirnya terbit kembali, saya segera membelinya.

Terlalu banyak adegan pemerkosaan dan kematian membuat novel ini beraura sangar sekaligus memilukan. Mungkin memang itu yang jadi ciri khas buku ini, berikut surealisme dan komedi gelap di setiap bab. Banyak resensi--termasuk yang satu ini--merasa perlu mengutip kalimat pertamanya.

“Ketika pada suatu sore di akhir pekan bulan maret, Dewi Ayu bangkit dari kuburan setelah dua puluh satu tahun kematiannya”


Kehidupan Dewi Ayu pun tidak kalah nyeleneh dari kalimat pembuka tersebut. Dia terlahir dari pasangan inses, sedangkan anak cucunya menjalani hidup penuh kutukan. Walaupun orang Belanda, wanita berpola pikir tidak lazim ini enggan ikut keluarganya meninggalkan Indonesia saat Jepang telah mengalahkan Hindia Belanda. Dia malah memaksa kawin dengan Ma Gedik yang belum pernah dijumpainya. Setelah Ma Gedik disahkan menjadi suami Dewi Ayu, di hari yang sama Ma Gedik kabur ke bukit tempat kekasih lamanya terakhir kali terlihat di bumi. Bukannya terbang dan menghilang ke langit sebagaimana orang yang dianggap sebagai cinta sejatinya, pria tua kurang waras itu mati mengenaskan setelah lompat dari bukit.

Setelah perkawinan Dewi Ayu, berbagai kisah absurd terus mengalir dalam latar pergolakan kemerdekaan hingga revolusi. Bersama para perempuan lain, Dewi Ayu dijadikan budak seks bagi para tentara Jepang. Kelak, Dewi Ayu menjadi pelacur paling menawan di Halimunda, kota fiktif di dekat pantai selatan Jawa. Tebakan saya, penulisnya terinspirasi dari Pangandaran atau daerah pesisir lain di sekitar Tasikmalaya, kota kelahirannya. Halimunda digambarkan sebagai kota penting bagi pergerakan kaum komunis, yang juga terletak tidak jauh dari penjara Bloedenkamp--penjara yang deskripsinya mengingatkan akan Nusakambangan.

Meskipun tersisipi beberapa peristiwa sejarah, Cantik Itu Luka tidak berniat menjadi novel sejarah. Beberapa kejadian dan tokoh memang agak mirip dengan yang telah terjadi, tetapi Eka Kurniawan dengan lihai memunculkan berbagai imajinasi lain sehingga buat saya novel ini lebih pantas disebut sebagai novel fantasi. Misalnya cerita bahwa di Halimunda kabar kemerdekaan sampai terlambat, sehingga penduduk kota itu menganggap bukan 17 Agustus melainkan 23 September sebagai tanggal kemerdekaan. Wawasan sejarah saya sendiri sangat terbatas, jadi waktu membacanya banyak kaitan sejarah yang tidak saya sadari.

Judul Cantik Itu Luka mewakili berbagai cerita di buku ini, di mana kecantikan justru menyimpan banyak luka dan kesedihan. Tidak diketahui siapa yang menjadi ayah bagi anak-anak Dewi Ayu. Si pelacur berdoa agar putri bungsunya buruk rupa, setelah jenuh memiliki tiga putri yang terlalu cantik. Si bungsu, yang justru diberi nama “Cantik”, lahir sejelek harapan ibunya yang mati beberapa hari kemudian. Tokoh Cantik sendiri sangat minim porsi ceritanya di buku ini. Sebaliknya, Cantik Itu Luka lebih banyak diwarnai oleh lika-liku kehidupan rumah tangga ketiga kakak si Cantik.

Putri-putri cantik Dewi Ayu itu menikahi tiga karakter yang berpengaruh besar pada gejolak sosial Halimunda. Seorang tentara shodan, seorang kamerad penggerak komunisme, dan seorang preman bengis. Di antara ketiga pria itu terdapat konflik rumit yang saling berpengaruh dengan situasi politik. Walaupun berkisah tentang masa lalu, perseteruan seperti yang mereka alami masih relevan polanya dengan situasi sekarang. Saat Kamerad Kliwon memprotes pemerintah yang tidak berpihak pada kaum buruh dan pedagang kecil, misalnya, saya teringat akan penolakan warga Temon terhadap pembangunan bandara Kulonprogo. Bagaimana dendam pribadi saling mempengaruhi kehidupan para tokoh, juga merupakan hal yang sangat mengagumkan dari novel ini.

Cantik Itu Luka semakin lengkap dengan berbagai dinamika percintaan. Buat saya, yang paling epik adalah kisah kasih tak sampai antara Kamerad Kliwon dan Alamanda, anak sulung Dewi Ayu. Cerita cinta antara mereka berdua niscaya membuat baper para penggemar cerita sendu. Sedangkan nasib buruk yang dialami para tokoh wanita akan menggugah sentimen emosional terkait budaya patriarki.

Filsafat sosial-budaya pun terjalin rapi dalam kisah kehidupan para tokoh dengan sejarah sebagai salah satu bumbunya. Tidak heran novel perdana Eka Kurniawan ini mampu memukau hingga ke mancanegara. Banyak perspektif unik yang tidak terduga muncul dari seorang penulis Asia dengan blak-blakan, jauh dari eufemisme, menggabungkan bermacam hal rumit dalam satu karya.

Lucu, tapi ngeri. Sayang, tapi dendam. Cantik, tapi luka.",5
U2400078,NI240024,Francisca Todi,24 Januari 2018,"Astaga, kayaknya baru kali ini aku nangis bombay pas baca buku. So sweet and yet so tragic. Ilana, you’re too cruel! 😭",4
